timestamp_start,timestamp_stop,sampling_time,timestamp_root,q_1,q_2,q_3,q_w,tx,ty,tz
IMG_20240612_103244,IMG_20240612_103244,1,IMG_20240612_103242,-0.284349,-0.331988,0.548105,0.713099,-11.142057,10.789570,-12.552327
IMG_20240612_103247,IMG_20240612_103247,1,IMG_20240612_103242,0.243346,-0.360614,-0.543961,0.717528,-13.529807,12.211183,-15.666092
IMG_20240612_103250,IMG_20240612_103250,1,IMG_20240612_103242,0.241437,-0.361728,-0.540650,0.720110,-13.537922,12.234487,-15.677945
IMG_20240612_103254,IMG_20240612_103254,1,IMG_20240612_103242,0.252743,-0.353972,-0.563191,0.702596,-13.550763,12.294870,-15.698369
IMG_20240612_110544,IMG_20240612_110544,1,IMG_20240612_110544,0,0,0,1,0,0,0
IMG_20240612_110547,IMG_20240612_110547,1,IMG_20240612_110544,-0.223925,0.871690,-0.133068,0.415098,-12.237829,9.567387,-13.846162
IMG_20240612_110550,IMG_20240612_110550,1,IMG_20240612_110544,-0.246944,0.865125,-0.144175,0.412058,-12.232966,9.570433,-13.840195
IMG_20240612_110554,IMG_20240612_110554,1,IMG_20240612_110544,-0.294313,0.850146,-0.166541,0.403603,-12.192831,9.603738,-13.791769
IMG_20240612_110557,IMG_20240612_110557,1,IMG_20240612_110544,,,,,,,
IMG_20240612_111913,IMG_20240612_111913,1,IMG_20240612_111913,0,0,0,1,0,0,0
IMG_20240612_111916,IMG_20240612_111916,1,IMG_20240612_111913,0.182898,-0.394248,-0.420455,0.796451,-19.393122,2.865506,-22.445481
IMG_20240612_111918,IMG_20240612_111918,1,IMG_20240612_111913,0.537155,0.723677,0.242880,0.358839,-19.407559,2.914085,-22.466498
IMG_20240612_111920,IMG_20240612_111920,1,IMG_20240612_111913,0.180594,-0.391970,-0.405381,0.805860,-19.395580,2.868709,-22.449337
IMG_20240612_111921,IMG_20240612_111921,1,IMG_20240612_111913,0.164456,-0.399064,-0.372380,0.821605,-19.411802,2.897922,-22.470739
IMG_20240612_111950,IMG_20240612_111950,1,IMG_20240612_111950,0,0,0,1,0,0,0
IMG_20240612_111951,IMG_20240612_111951,1,IMG_20240612_111950,0.005822,0.902178,-0.014495,0.431080,-16.733967,0.591518,-19.036501
IMG_20240612_111953,IMG_20240612_111953,1,IMG_20240612_111950,0.038306,-0.435434,-0.115224,0.891994,-16.749877,0.594667,-19.056656
IMG_20240612_111954,IMG_20240612_111954,1,IMG_20240612_111950,-0.150821,0.882646,-0.091662,0.435646,-16.737025,0.596107,-19.040061
IMG_20240612_111955,IMG_20240612_111955,1,IMG_20240612_111950,0.016680,-0.450585,-0.065547,0.890168,-16.754527,0.592728,-19.063340
IMG_20240612_111957,IMG_20240612_111957,1,IMG_20240612_111957,0,0,0,1,0,0,0
IMG_20240612_111957_1,IMG_20240612_111957_1,1,IMG_20240612_111957,0.034057,-0.449383,-0.099887,0.887084,-16.731345,0.577158,-19.031120
IMG_20240612_112005,IMG_20240612_112005,1,IMG_20240612_111957,-0.450943,-0.033463,0.885849,0.103932,-16.285274,0.688690,-18.430440
IMG_20240612_112006,IMG_20240612_112006,1,IMG_20240612_111957,0.893760,-0.045709,0.446188,-0.004518,-16.301854,0.693200,-18.452960
IMG_20240612_112007,IMG_20240612_112007,1,IMG_20240612_111957,-0.438765,-0.013075,0.896414,0.061286,-16.287962,0.691258,-18.434772
IMG_20240612_112009,IMG_20240612_112009,1,IMG_20240612_112009,0,0,0,1,0,0,0
IMG_20240612_112010,IMG_20240612_112010,1,IMG_20240612_112009,-0.420338,-0.051903,0.894727,0.141720,-16.282744,0.687985,-18.428826
IMG_20240612_112012,IMG_20240612_112012,1,IMG_20240612_112009,0.907966,0.045813,0.415054,0.035062,-16.299002,0.690089,-18.448028
IMG_20240612_112013,IMG_20240612_112013,1,IMG_20240612_112009,-0.367913,-0.158940,0.835132,0.376738,-16.292532,0.686281,-18.440692
IMG_20240612_112017,IMG_20240612_112017,1,IMG_20240612_112009,-0.365317,-0.165108,0.828672,0.390621,-16.301792,0.703399,-18.450983
IMG_20240612_112018,IMG_20240612_112018,1,IMG_20240612_112018,0,0,0,1,0,0,0
IMG_20240612_112020,IMG_20240612_112020,1,IMG_20240612_112018,-0.360658,-0.175368,0.817139,0.414071,-16.327750,0.757290,-18.479978
IMG_20240612_112023,IMG_20240612_112023,1,IMG_20240612_112018,-0.353069,-0.190159,0.799116,0.447878,-16.329564,0.785777,-18.482444
IMG_20240612_112025,IMG_20240612_112025,1,IMG_20240612_112018,0.199546,0.895282,0.077384,0.390722,-16.950767,1.193702,-19.159914
IMG_20240612_112028,IMG_20240612_112028,1,IMG_20240612_112018,0.208043,0.893387,0.081126,0.389868,-16.978728,1.208472,-19.190231
IMG_20240612_112036,IMG_20240612_112036,1,IMG_20240612_112036,0,0,0,1,0,0,0
IMG_20240612_112039,IMG_20240612_112039,1,IMG_20240612_112036,0.887714,0.219176,0.389985,0.108802,-17.372964,7.376345,-19.836148
IMG_20240612_112040,IMG_20240612_112040,1,IMG_20240612_112036,-0.395927,0.102916,0.888328,-0.208622,-17.396719,7.359723,-19.862020
IMG_20240612_112042,IMG_20240612_112042,1,IMG_20240612_112036,-0.397401,0.096714,0.891553,-0.194554,-17.373916,7.392535,-19.837358
IMG_20240612_112047,IMG_20240612_112047,1,IMG_20240612_112036,-0.397072,0.098013,0.890918,-0.197465,-17.372097,7.394739,-19.835379
IMG_20240612_112058,IMG_20240612_112058,1,IMG_20240612_112058,0,0,0,1,0,0,0
IMG_20240612_112100,IMG_20240612_112100,1,IMG_20240612_112058,-0.176711,-0.369273,0.372355,0.832924,-17.466141,7.172306,-19.934656
IMG_20240612_112106,IMG_20240612_112106,1,IMG_20240612_112058,-0.160795,-0.376508,0.336845,0.847892,-17.483364,7.112297,-19.952323
IMG_20240612_112111,IMG_20240612_112111,1,IMG_20240612_112058,-0.325142,0.250313,0.737361,-0.536587,-17.475786,7.174501,-19.945662
IMG_20240612_112113,IMG_20240612_112113,1,IMG_20240612_112058,0.819000,0.399802,0.365631,0.188977,-17.447703,7.247964,-19.916010
IMG_20240612_112143,IMG_20240612_112143,1,IMG_20240612_112143,0,0,0,1,0,0,0
IMG_20240612_112146,IMG_20240612_112146,1,IMG_20240612_112143,0.463738,0.785917,0.197755,0.358014,-16.091136,8.167008,-18.407106
IMG_20240612_112150,IMG_20240612_112150,1,IMG_20240612_112143,-0.302404,0.277928,0.704239,-0.579098,-16.093118,8.191390,-18.410473
IMG_20240612_112158,IMG_20240612_112158,1,IMG_20240612_112143,-0.315694,0.262634,0.732026,-0.543598,-16.091471,8.222179,-18.410535
IMG_20240612_112202,IMG_20240612_112202,1,IMG_20240612_112143,0.754924,0.510911,0.329477,0.245976,-16.077497,8.279265,-18.398102
IMG_20240612_112215,IMG_20240612_112215,1,IMG_20240612_112215,0,0,0,1,0,0,0
IMG_20240612_112220,IMG_20240612_112220,1,IMG_20240612_112215,-0.199303,-0.359110,0.400928,0.818886,-15.829510,6.475425,-18.016203
IMG_20240612_112222,IMG_20240612_112222,1,IMG_20240612_112215,-0.030783,0.913046,-0.037447,0.404965,-15.855532,6.451138,-18.043888
IMG_20240612_112222_1,IMG_20240612_112222_1,1,IMG_20240612_112215,-0.176730,-0.317120,0.342357,0.866599,-15.853086,6.452692,-18.041572
IMG_20240612_112224,IMG_20240612_112224,1,IMG_20240612_112215,-0.213951,0.908042,-0.130554,0.335618,-15.882226,6.421801,-18.064157
IMG_20240612_112244,IMG_20240612_112244,1,IMG_20240612_112244,0,0,0,1,0,0,0
IMG_20240612_112247,IMG_20240612_112247,1,IMG_20240612_112244,0.191694,-0.293715,-0.596652,0.721797,-15.898890,6.480854,-18.084656
IMG_20240612_112250,IMG_20240612_112250,1,IMG_20240612_112244,0.187662,-0.296283,-0.587314,0.729426,-15.908493,6.539743,-18.098806
IMG_20240612_112252,IMG_20240612_112252,1,IMG_20240612_112244,0.730279,0.586477,0.250278,0.245149,-15.909498,6.581925,-18.103606
IMG_20240612_112254,IMG_20240612_112254,1,IMG_20240612_112244,-0.237007,0.258345,0.689007,-0.634314,-15.917473,6.538310,-18.107000
IMG_20240612_112329,IMG_20240612_112329,1,IMG_20240612_112329,0,0,0,1,0,0,0
IMG_20240612_112332,IMG_20240612_112332,1,IMG_20240612_112329,0.921601,-0.165488,0.349146,-0.036904,-15.964477,6.576198,-18.150692
IMG_20240612_112334,IMG_20240612_112334,1,IMG_20240612_112329,0.803070,-0.481986,0.312492,-0.158482,-15.933007,6.577730,-18.123367
IMG_20240612_112338,IMG_20240612_112338,1,IMG_20240612_112329,-0.082921,-0.343501,0.180186,0.917968,-15.938766,6.559224,-18.127501
IMG_20240612_112340,IMG_20240612_112340,1,IMG_20240612_112329,-0.061993,-0.347718,0.124489,0.927228,-15.908058,6.564801,-18.100658
IMG_20240612_112350,IMG_20240612_112350,1,IMG_20240612_112350,0,0,0,1,0,0,0
IMG_20240612_112402,IMG_20240612_112402,1,IMG_20240612_112350,-0.337812,0.872613,-0.145178,0.321484,-14.874360,7.102717,-17.209802
IMG_20240612_112407,IMG_20240612_112407,1,IMG_20240612_112350,-0.343522,0.870325,-0.147242,0.320697,-14.829988,7.129467,-17.172059
IMG_20240612_112411,IMG_20240612_112411,1,IMG_20240612_112350,-0.287638,-0.196664,0.716739,0.604047,-14.827606,7.143350,-17.170918
IMG_20240612_112415,IMG_20240612_112415,1,IMG_20240612_112350,-0.276585,-0.212707,0.682618,0.642098,-14.812832,7.082603,-17.153018
IMG_20240612_112426,IMG_20240612_112426,1,IMG_20240612_112426,0,0,0,1,0,0,0
IMG_20240612_112429,IMG_20240612_112429,1,IMG_20240612_112426,0.839875,-0.416636,0.325502,-0.122770,-14.882294,7.314276,-17.232085
IMG_20240612_112432,IMG_20240612_112432,1,IMG_20240612_112426,-0.330305,-0.117745,0.842128,0.409702,-14.900347,7.352071,-17.250997
IMG_20240612_112435,IMG_20240612_112435,1,IMG_20240612_112426,-0.327979,-0.123724,0.834653,0.424826,-14.863759,7.325719,-17.216885
IMG_20240612_112437,IMG_20240612_112437,1,IMG_20240612_112426,-0.332554,-0.110492,0.851229,0.390652,-14.828669,7.282147,-17.182443
IMG_20240612_112504,IMG_20240612_112504,1,IMG_20240612_112504,0,0,0,1,0,0,0
IMG_20240612_112510,IMG_20240612_112510,1,IMG_20240612_112504,0.082365,-0.340911,-0.322625,0.879152,-28.301900,18.880679,-29.904798
IMG_20240612_112515,IMG_20240612_112515,1,IMG_20240612_112504,0.526265,0.776477,0.165001,0.304799,-28.315995,18.904714,-29.919146
IMG_20240612_112520,IMG_20240612_112520,1,IMG_20240612_112504,0.535748,0.769945,0.168655,0.302845,-28.309934,18.862652,-29.910374
IMG_20240612_112535,IMG_20240612_112535,1,IMG_20240612_112504,0.162479,-0.304427,-0.513721,0.785504,-28.296411,18.807327,-29.894371
IMG_20240612_112607,IMG_20240612_112607,1,IMG_20240612_112607,0,0,0,1,0,0,0
IMG_20240612_112609,IMG_20240612_112609,1,IMG_20240612_112607,0.077223,-0.344098,-0.286094,0.890945,-27.500662,17.563750,-29.123400
IMG_20240612_112612,IMG_20240612_112612,1,IMG_20240612_112607,0.276734,0.892227,0.072255,0.349469,-27.478352,17.542240,-29.101893
IMG_20240612_112613,IMG_20240612_112613,1,IMG_20240612_112607,0.080539,-0.353938,-0.304404,0.880670,-27.493204,17.556782,-29.116663
IMG_20240612_112615,IMG_20240612_112615,1,IMG_20240612_112607,0.115499,0.921964,0.003164,0.369639,-27.476126,17.545989,-29.099696
IMG_20240612_112631,IMG_20240612_112631,1,IMG_20240612_112631,0,0,0,1,0,0,0
IMG_20240612_112633,IMG_20240612_112633,1,IMG_20240612_112631,0.501337,0.781455,0.151486,0.339177,-27.529599,17.724782,-29.170727
IMG_20240612_112635,IMG_20240612_112635,1,IMG_20240612_112631,0.207450,-0.310856,-0.636145,0.675021,-27.534045,17.754288,-29.179429
IMG_20240612_112637,IMG_20240612_112637,1,IMG_20240612_112631,0.590136,0.714743,0.182324,0.328087,-27.533155,17.721513,-29.173032
IMG_20240612_112640,IMG_20240612_112640,1,IMG_20240612_112631,-0.214945,0.308895,0.665682,-0.644399,-27.534675,17.768123,-29.183007
IMG_20240612_112655,IMG_20240612_112655,1,IMG_20240612_112655,0,0,0,1,0,0,0
IMG_20240612_112657,IMG_20240612_112657,1,IMG_20240612_112655,0.916322,-0.128327,0.378874,0.018445,-27.444422,17.757540,-29.093990
IMG_20240612_112700,IMG_20240612_112700,1,IMG_20240612_112655,0.916065,-0.130705,0.378730,0.017440,-27.485632,17.786941,-29.139210
IMG_20240612_112702,IMG_20240612_112702,1,IMG_20240612_112655,0.917238,-0.122632,0.378427,0.020724,-27.514078,17.809642,-29.170841
IMG_20240612_112703,IMG_20240612_112703,1,IMG_20240612_112655,0.925296,-0.012265,0.373344,0.065509,-27.510186,17.837734,-29.172216
IMG_20240612_112711,IMG_20240612_112711,1,IMG_20240612_112711,0,0,0,1,0,0,0
IMG_20240612_112713,IMG_20240612_112713,1,IMG_20240612_112711,0.692145,-0.614244,0.322510,-0.199063,-27.423074,17.317670,-28.995142
IMG_20240612_112715,IMG_20240612_112715,1,IMG_20240612_112711,-0.311965,-0.213583,0.670930,0.637898,-27.422001,17.276533,-28.987450
IMG_20240612_112718,IMG_20240612_112718,1,IMG_20240612_112711,0.729459,-0.570851,0.328169,-0.185265,-27.425582,17.328693,-28.998734
IMG_20240612_112721,IMG_20240612_112721,1,IMG_20240612_112711,-0.320475,-0.196175,0.714780,0.589831,-27.418388,17.279357,-28.984916
IMG_20240612_112758,IMG_20240612_112758,1,IMG_20240612_112758,0,0,0,1,0,0,0
IMG_20240612_112801,IMG_20240612_112801,1,IMG_20240612_112758,-0.373827,-0.013693,0.910980,0.173727,-27.466078,17.346299,-29.039154
IMG_20240612_112804,IMG_20240612_112804,1,IMG_20240612_112758,-0.373772,-0.012858,0.911381,0.171798,-27.438219,17.352568,-29.013565
IMG_20240612_112807,IMG_20240612_112807,1,IMG_20240612_112758,-0.372360,-0.034209,0.900012,0.223955,-27.411866,17.366443,-28.990529
IMG_20240612_112810,IMG_20240612_112810,1,IMG_20240612_112758,-0.368629,-0.062031,0.880656,0.291049,-27.379101,17.365346,-28.959228
IMG_20240612_112825,IMG_20240612_112825,1,IMG_20240612_112825,0,0,0,1,0,0,0
IMG_20240612_112827,IMG_20240612_112827,1,IMG_20240612_112825,-0.293015,0.239495,0.795239,-0.473688,-27.807639,17.475775,-29.382050
IMG_20240612_112830,IMG_20240612_112830,1,IMG_20240612_112825,-0.282459,0.251714,0.774590,-0.506821,-27.795218,17.526295,-29.377362
IMG_20240612_112832,IMG_20240612_112832,1,IMG_20240612_112825,-0.298800,0.232307,0.806888,-0.453524,-27.801584,17.570465,-29.390008
IMG_20240612_112835,IMG_20240612_112835,1,IMG_20240612_112825,-0.314386,0.210889,0.836748,-0.395651,-27.797364,17.622427,-29.393541
IMG_20240612_112842,IMG_20240612_112842,1,IMG_20240612_112842,0,0,0,1,0,0,0
IMG_20240612_112844,IMG_20240612_112844,1,IMG_20240612_112842,-0.272341,0.279871,0.721691,-0.571546,-27.813179,17.607923,-29.407772
IMG_20240612_112846,IMG_20240612_112846,1,IMG_20240612_112842,0.713338,0.581566,0.272952,0.280047,-27.806785,17.644928,-29.405898
IMG_20240612_112848,IMG_20240612_112848,1,IMG_20240612_112842,0.667980,0.633249,0.251147,0.299540,-27.834041,17.611423,-29.429959
IMG_20240612_112850,IMG_20240612_112850,1,IMG_20240612_112842,0.641821,0.659751,0.238749,0.309507,-27.840194,17.570125,-29.431363
IMG_20240612_112856,IMG_20240612_112856,1,IMG_20240612_112856,0,0,0,1,0,0,0
IMG_20240612_112858,IMG_20240612_112858,1,IMG_20240612_112856,0.841111,-0.370189,0.376745,-0.116430,-18.418338,56.475883,-24.406105
IMG_20240612_112902,IMG_20240612_112902,1,IMG_20240612_112856,-0.378717,0.123206,0.899119,-0.181599,-18.451064,56.490763,-24.442353
IMG_20240612_112905,IMG_20240612_112905,1,IMG_20240612_112856,0.809326,0.434483,0.321553,0.229823,-18.467811,56.470607,-24.457380
IMG_20240612_112907,IMG_20240612_112907,1,IMG_20240612_112856,-0.373036,0.124731,0.903108,-0.172285,-18.434202,56.511464,-24.428022
IMG_20240612_112915,IMG_20240612_112915,1,IMG_20240612_112915,0,0,0,1,0,0,0
IMG_20240612_112919,IMG_20240612_112919,1,IMG_20240612_112915,0.898001,-0.197486,0.391706,-0.034053,-26.505185,48.996537,-31.713085
IMG_20240612_112925,IMG_20240612_112925,1,IMG_20240612_112915,-0.305574,0.253651,0.772723,-0.495162,-26.531825,48.987339,-31.739738
IMG_20240612_112929,IMG_20240612_112929,1,IMG_20240612_112915,0.844895,0.356021,0.348724,0.194406,-26.517037,49.021136,-31.728271
IMG_20240612_112932,IMG_20240612_112932,1,IMG_20240612_112915,-0.397581,0.030580,0.916571,0.029865,-25.147475,49.787721,-30.361160
IMG_20240612_112940,IMG_20240612_112940,1,IMG_20240612_112940,0,0,0,1,0,0,0
IMG_20240612_112942,IMG_20240612_112942,1,IMG_20240612_112940,0.680367,0.615434,0.260931,0.300427,-25.205994,49.744251,-30.417963
IMG_20240612_112944,IMG_20240612_112944,1,IMG_20240612_112940,-0.321869,0.231463,0.809354,-0.433326,-25.191973,49.787449,-30.408971
IMG_20240612_112946,IMG_20240612_112946,1,IMG_20240612_112940,-0.173766,0.897874,-0.136060,0.380940,-25.184845,49.776753,-30.399684
IMG_20240612_112948,IMG_20240612_112948,1,IMG_20240612_112940,-0.115288,0.907202,-0.111021,0.389059,-25.164237,49.783934,-30.378432
IMG_20240612_113007,IMG_20240612_113007,1,IMG_20240612_113007,0,0,0,1,0,0,0
IMG_20240612_113009,IMG_20240612_113009,1,IMG_20240612_113007,-0.401136,0.017640,0.909825,0.104866,-26.745084,50.409398,-32.208340
IMG_20240612_113012,IMG_20240612_113012,1,IMG_20240612_113007,-0.399978,-0.035928,0.887583,0.225661,-26.745895,50.432347,-32.213154
IMG_20240612_113013,IMG_20240612_113013,1,IMG_20240612_113007,0.873826,0.277890,0.355773,0.180639,-26.789860,50.420381,-32.257871
IMG_20240612_113015,IMG_20240612_113015,1,IMG_20240612_113007,-0.388456,0.074854,0.918180,-0.021077,-26.759177,50.438015,-32.228753
IMG_20240612_113025,IMG_20240612_113025,1,IMG_20240612_113025,0,0,0,1,0,0,0
IMG_20240612_113028,IMG_20240612_113028,1,IMG_20240612_113025,-0.067223,-0.386107,0.018258,0.919820,-82.739713,18.809734,-84.837384
IMG_20240612_113031,IMG_20240612_113031,1,IMG_20240612_113025,0.334327,0.859018,0.085472,0.378164,-82.764630,18.819117,-84.864281
IMG_20240612_113034,IMG_20240612_113034,1,IMG_20240612_113025,-0.057752,-0.377898,0.008362,0.924007,-82.730951,18.790990,-84.826286
IMG_20240612_113036,IMG_20240612_113036,1,IMG_20240612_113025,0.018773,0.925309,-0.046871,0.375837,-82.766522,18.787749,-84.860755
IMG_20240612_113044,IMG_20240612_113044,1,IMG_20240612_113044,0,0,0,1,0,0,0
IMG_20240612_113047,IMG_20240612_113047,1,IMG_20240612_113044,0.106278,-0.364097,-0.379526,0.843859,-83.963545,19.514441,-86.130930
IMG_20240612_113049,IMG_20240612_113049,1,IMG_20240612_113044,0.468288,0.799531,0.146347,0.346467,-83.983559,19.551496,-86.155273
IMG_20240612_113052,IMG_20240612_113052,1,IMG_20240612_113044,-0.324981,-0.163883,0.757373,0.542141,-83.975092,19.554524,-86.147762
IMG_20240612_113055,IMG_20240612_113055,1,IMG_20240612_113044,0.927429,0.108190,0.345848,0.092518,-83.994168,19.566870,-86.166590
IMG_20240612_113104,IMG_20240612_113104,1,IMG_20240612_113104,0,0,0,1,0,0,0
IMG_20240612_113106,IMG_20240612_113106,1,IMG_20240612_113104,-0.229631,-0.273018,0.433870,0.827337,-83.965360,19.581473,-86.143703
IMG_20240612_113108,IMG_20240612_113108,1,IMG_20240612_113104,-0.246687,-0.257877,0.486254,0.797623,-83.983517,19.526161,-86.149018
IMG_20240612_113110,IMG_20240612_113110,1,IMG_20240612_113104,-0.237875,-0.265929,0.459617,0.813296,-83.984665,19.475520,-86.140383
IMG_20240612_113112,IMG_20240612_113112,1,IMG_20240612_113104,-0.227223,-0.275061,0.427595,0.830587,-83.995973,19.423126,-86.140320
IMG_20240612_113118,IMG_20240612_113118,1,IMG_20240612_113118,0,0,0,1,0,0,0
IMG_20240612_113120,IMG_20240612_113120,1,IMG_20240612_113118,-0.311271,0.881324,-0.188717,0.301271,-83.975579,19.406850,-86.119582
IMG_20240612_113122,IMG_20240612_113122,1,IMG_20240612_113118,-0.347583,0.867588,-0.201120,0.293305,-83.937101,19.424896,-86.089624
IMG_20240612_113124,IMG_20240612_113124,1,IMG_20240612_113118,-0.257823,-0.243480,0.515386,0.780142,-83.909406,19.468405,-86.074230
IMG_20240612_113126,IMG_20240612_113126,1,IMG_20240612_113118,-0.512140,0.782529,-0.259828,0.240522,-83.922225,19.427365,-86.076772
IMG_20240612_113138,IMG_20240612_113138,1,IMG_20240612_113138,0,0,0,1,0,0,0
IMG_20240612_113141,IMG_20240612_113141,1,IMG_20240612_113138,0.796199,0.506724,0.240734,0.226596,-84.016314,19.297501,-86.130718
IMG_20240612_113145,IMG_20240612_113145,1,IMG_20240612_113138,0.867256,0.372089,0.273981,0.185341,-83.516795,20.211045,-85.876982
IMG_20240612_113146,IMG_20240612_113146,1,IMG_20240612_113138,-0.285330,0.170941,0.883127,-0.330837,-83.556646,20.171798,-85.902537
IMG_20240612_113148,IMG_20240612_113148,1,IMG_20240612_113138,-0.281600,0.176723,0.876309,-0.348644,-83.529168,20.223326,-85.888329
IMG_20240612_113241,IMG_20240612_113241,1,IMG_20240612_113241,0,0,0,1,0,0,0
IMG_20240612_113243,IMG_20240612_113243,1,IMG_20240612_113241,-0.290764,0.145034,0.909155,-0.260496,-83.530126,20.332451,-85.904920
IMG_20240612_113245,IMG_20240612_113245,1,IMG_20240612_113241,0.764999,0.557040,0.219609,0.237181,-83.557226,20.291971,-85.919640
IMG_20240612_113248,IMG_20240612_113248,1,IMG_20240612_113241,-0.257249,0.194452,0.855100,-0.405976,-83.533578,20.347763,-85.910311
IMG_20240612_113254,IMG_20240612_113254,1,IMG_20240612_113241,-0.263640,0.185806,0.868274,-0.376921,-83.534499,20.395980,-85.918574
IMG_20240612_113317,IMG_20240612_113317,1,IMG_20240612_113317,0,0,0,1,0,0,0
IMG_20240612_113319,IMG_20240612_113319,1,IMG_20240612_113317,-0.277291,-0.133772,0.760218,0.572087,-84.519855,18.596151,-86.374424
IMG_20240612_113320,IMG_20240612_113320,1,IMG_20240612_113317,0.857208,-0.416249,0.291539,-0.083276,-84.528187,18.617757,-86.383107
IMG_20240612_113322,IMG_20240612_113322,1,IMG_20240612_113317,-0.234204,-0.189413,0.637684,0.708965,-84.520222,18.580048,-86.373203
IMG_20240612_113324,IMG_20240612_113324,1,IMG_20240612_113317,-0.215583,-0.210178,0.569330,0.764992,-84.493582,18.575396,-86.354235
IMG_20240612_113359,IMG_20240612_113359,1,IMG_20240612_113359,0,0,0,1,0,0,0
IMG_20240612_113405,IMG_20240612_113405,1,IMG_20240612_113359,0.741398,-0.590917,0.274228,-0.161074,-84.493718,18.748839,-86.372816
IMG_20240612_113409,IMG_20240612_113409,1,IMG_20240612_113359,-0.260452,0.193816,0.831210,-0.451320,-84.515964,18.756297,-86.390510
IMG_20240612_113413,IMG_20240612_113413,1,IMG_20240612_113359,-0.268470,0.182662,0.849816,-0.415176,-84.505093,18.819781,-86.389213
IMG_20240612_113421,IMG_20240612_113421,1,IMG_20240612_113359,0.571878,0.753470,0.154838,0.285068,-84.571014,18.685432,-86.423955
IMG_20240612_113439,IMG_20240612_113439,1,IMG_20240612_113439,0,0,0,1,0,0,0
IMG_20240612_113445,IMG_20240612_113445,1,IMG_20240612_113439,0.944007,-0.066889,0.321733,0.029402,-84.589291,20.021807,-86.596162
IMG_20240612_113449,IMG_20240612_113449,1,IMG_20240612_113439,-0.117246,0.939291,-0.085109,0.311035,-81.031125,17.531746,-83.579594
IMG_20240612_113453,IMG_20240612_113453,1,IMG_20240612_113439,0.040160,-0.338199,-0.276346,0.898689,-81.037015,17.532671,-83.584473
IMG_20240612_113457,IMG_20240612_113457,1,IMG_20240612_113439,0.204853,0.916353,0.012413,0.343771,-81.007598,17.512296,-83.557032
IMG_20240612_113640,IMG_20240612_113640,1,IMG_20240612_113640,0,0,0,1,0,0,0
IMG_20240612_113642,IMG_20240612_113642,1,IMG_20240612_113640,-0.333195,-0.069907,0.869974,0.356705,-81.287718,18.119850,-83.885587
IMG_20240612_113644,IMG_20240612_113644,1,IMG_20240612_113640,-0.327723,-0.092065,0.843959,0.414554,-81.275865,18.137242,-83.878507
IMG_20240612_113646,IMG_20240612_113646,1,IMG_20240612_113640,-0.324948,-0.101191,0.832025,0.438068,-81.255288,18.130856,-83.860700
IMG_20240612_113648,IMG_20240612_113648,1,IMG_20240612_113640,0.671003,-0.658017,0.285355,-0.187992,-81.244446,18.083243,-83.844394
IMG_20240612_113748,IMG_20240612_113748,1,IMG_20240612_113748,0,0,0,1,0,0,0
IMG_20240612_113750,IMG_20240612_113750,1,IMG_20240612_113748,0.845022,-0.414261,0.326694,-0.087157,-81.221745,18.123089,-83.832380
IMG_20240612_113753,IMG_20240612_113753,1,IMG_20240612_113748,-0.291465,-0.164200,0.726692,0.600005,-81.215440,18.101094,-83.824002
IMG_20240612_113755,IMG_20240612_113755,1,IMG_20240612_113748,0.773022,-0.540110,0.300554,-0.142778,-81.224445,18.147624,-83.837585
IMG_20240612_113758,IMG_20240612_113758,1,IMG_20240612_113748,-0.297993,-0.145602,0.771879,0.542405,-81.210089,18.092995,-83.819160
IMG_20240612_113802,IMG_20240612_113802,1,IMG_20240612_113802,0,0,0,1,0,0,0
IMG_20240612_113805,IMG_20240612_113805,1,IMG_20240612_113802,-0.258597,0.214105,0.804524,-0.489926,-81.679196,18.570531,-84.249654
IMG_20240612_113808,IMG_20240612_113808,1,IMG_20240612_113802,,,,,,,
IMG_20240612_113811,IMG_20240612_113811,1,IMG_20240612_113802,-0.246616,-0.228797,0.587830,0.735723,-81.463155,17.917737,-83.996939
IMG_20240612_113813,IMG_20240612_113813,1,IMG_20240612_113802,0.466698,0.820616,0.116755,0.308466,-81.484441,17.909779,-84.012957
IMG_20240612_113818,IMG_20240612_113818,1,IMG_20240612_113818,0,0,0,1,0,0,0
IMG_20240612_113821,IMG_20240612_113821,1,IMG_20240612_113818,-0.262989,-0.192339,0.673402,0.663605,-82.906982,23.837713,-85.876155
IMG_20240612_113823,IMG_20240612_113823,1,IMG_20240612_113818,0.938505,-0.124632,0.321985,0.000888,-82.924780,23.864951,-85.892764
IMG_20240612_113827,IMG_20240612_113827,1,IMG_20240612_113818,-0.289481,-0.143731,0.786732,0.525923,-77.423004,18.840054,-81.193013
IMG_20240612_113829,IMG_20240612_113829,1,IMG_20240612_113818,-0.315037,-0.074027,0.885990,0.332105,-77.404710,18.857214,-81.180649
IMG_20240612_113832,IMG_20240612_113832,1,IMG_20240612_113832,0,0,0,1,0,0,0
IMG_20240612_113834,IMG_20240612_113834,1,IMG_20240612_113832,-0.319085,0.132806,0.933250,-0.097936,-72.283589,25.644766,-78.759255
IMG_20240612_113837,IMG_20240612_113837,1,IMG_20240612_113832,0.924539,-0.154525,0.345731,0.042663,-72.226611,25.647929,-78.713259
IMG_20240612_113839,IMG_20240612_113839,1,IMG_20240612_113832,0.933296,-0.087513,0.341706,0.067361,-72.252613,25.702601,-78.748106
